,rep_no,cnf_prd,aff_dt,gwrk_typs,claim_val,title,rep_yr,wrk_yr,conf_ldate,conf_adate,aff_ndate,aff_adate,page_ct,prpty_nm,nts_maps,bcgs_maps,lat83_deg,lat83_min,lat83_sec,lon83_deg,lon83_min,lon83_sec,zone83,north83,east83,lat83,long83,com_cds,camp_cd,geo_sum,reg_geo,info_cls,mdiv_cds,mdiv_nmx,mdiv_nms,claim_nmx,minf_nox,camp_nm,claim_nms,gwrk_nmx,gwrk_nms,rel_ars,oper_nms,own_nms,auth_nms,com_nms,kwl_nms,MERG_SPENT,DOLL_INX,doll_86,CPIdex1992,doll_92,CPIdex2002,doll_02,URL
208,25749,1.0,1998/11/9,GEOC:,2000,Geochemical Report on Scrutor Property,1998,1998.0,,1999-11-09,,1998/11/9,17,Scrutor,092L03E:,092L015,50,8,29,127,1,6,9,5556231,641598,50.141389000000004,-127.01833300000001,AU:AG:CU:,29.0,,VAN,3.0,ALBI:,Alberni,Alberni,Scrutor,092L  100,Zeballos - Kyuquot Area,Scrutor,Geochemical,Geochemical,"14618, 15562, 17134",Rex Ventures Ltd.,"Heyman, David A.","McCrossan, Ed","Gold, Silver, Copper","Jurassic, Bonanza Group, Andesitic tuffs, Siltstones, Shear zones, Pyrite",4120.0,1.4,2942.857143,1.1,3745.4545450000005,0.934,4411.134904,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25749
1606,25725,1.0,1998/8/21,GEOL:GEOC:,22400,Geology and Hydrothermal Alteration Mineralogy of the Thorn Prospect,1998,1998.0,,1999-08-21,,1998/8/21,68,Thorn,104K10W:,104K057:,58,33,59,132,48,7,8,6493864,627853,58.566389,-132.801944,AU:CU:AG:,,,SMI,3.0,ATLN:,Atlin,Atlin,"Check-Mate,<br>Stuart 1-3","104K  018, 104K  031, 104K  116",,"Check-Mate, Stuart 1-3","Geological,<br>Geochemical","Geological, Geochemical","02512, 10243, 11923, 15897",Kohima Pacific Gold Corp.; Almaden Resources Corp.,"Aspinall, Nicholas Clive","Poliquin, J. Duane; Poliquin, Morgan","Gold, Copper, Silver","Triassic, Stuhini Group, Rhyolites, Porphyritic andesites, Quartz feldspar porphyry, Enargite, Pyrite, Brecciation",18648.27,1.4,13320.19286,1.1,16952.97273,0.934,19966.02784,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25725
2462,25752,1.0,1998/9/8,PROS:,2400,"Geological, Geochemical Report on the Big Gulp 1 and 2 Property (Frank Creek Project)",1998,1998.0,,1999-09-08,,1998/9/8,14,Big Gulp,093A11W:,093A074:,52,43,47,121,23,25,10,5843420,608699,52.729721999999995,-121.39027800000001,AU:AG:CU:ZN:PB:,38.0,,PRG,4.0,CBOO:,Cariboo,Cariboo,Jess 1-3,,Cariboo - Barkerville Camp,Jess 1-3,Prospecting,Prospecting,,Barker Minerals Ltd.,"Doyle, Louis E.","Doyle, Louis E.","Gold, Silver, Copper, Zinc, Lead","Barkerville Terrane, Downey Succession, Metavolcanics",2452.75,1.4,1751.964286,1.1,2229.772727,0.934,2626.070664,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25752
2555,25703,1.0,1998/10/27,GEOC:,4000,Assessment Report (Sampling a Paleoplacer Deposit) on the Hobson Property,1998,1998.0,,1999-10-27,,1998/10/27,13,Hobson,093A06W:,093A033,52,23,0,121,25,5,10,5804853,607668,52.383333,-121.418056,AU:,,,KAM,3.0,CBOO:,Cariboo,Cariboo,Hob 4,093A  042,,Hob 4,Geochemical,Geochemical,,J.D. Graham & Assoc. Ltd.,"Ashton, J.M.; Graham, John Donald","Graham, John Donald",Gold,"Tuffs, Tertiary, Gravels, Paleochannels",3082.0,1.4,2201.428571,1.1,2801.818182,0.934,3299.785867,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25703
2837,25979,1.0,1999/5/13,GEOC:,3200,Geochemical Report on the Tuk Property,1999,1998.0,,2000-05-13,,1999/5/13,34,Tuk,093A02E:,093A007,52,0,25,120,37,1,10,5764492,663561,52.006944,-120.61694399999999,,36.0,,KAM,3.0,CBOO:,Cariboo,Cariboo,"Tuk 10-11,<br>Tuk 14",,Cariboo - Quesnel Belt,"Tuk 10-11, Tuk 14",Geochemical,Geochemical,,Mandalay Resources Corporation,"Jakubik, Juraj","Adamec, J. Duro",,"Porphyritic andesites, Argillites, Shales",5450.0,1.416,3848.870056,1.112,4901.079137,0.9440000000000001,5773.305085,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25979
3009,25867,1.0,1998/11/27,GEOL:GEOC:,8400,Summary Report on the Redgold Porphyry Copper Gold Project,1999,1998.0,,1999-11-27,,1998/11/27,41,Redgold,093A06W:,093A043:,52,28,0,121,28,5,10,5814048,604069,52.466667,-121.468056,,36.0,,PRG,3.0,CBOO:,Cariboo,Cariboo,Shik 3-6,093A  058,Cariboo - Quesnel Belt,Shik 3-6,"Geological,<br>Geochemical","Geological, Geochemical","04557, 04601, 05540, 08260, 11297, 11623, 12584, 12694, 13355, 13804, 14009, 14870, 16093, 17645, 18837, 19803, 20930, 22104, 23771, 24630, 24865",Redgold Resources  Ltd.,"Morton, James W. (Bill) . (FMC# 118981); Durfeld, Rudolf M.","Morton, James W. (Bill) . (FMC# 118981); Durfeld, Rudolf M.",,"Triassic-Jurassic, Nicola Group, Shiko Stock, Basalts, Breccias, Conglomerates, Chalcopyrite, Pyrite, Bornite",6790.2,1.416,4795.338983,1.112,6106.294964,0.9440000000000001,7193.008475,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25867
3647,25935,1.0,1999/6/6,PROS:,14800,Prospecting Report on the Ledge Property,1999,1998.0,,2000-06-06,,1999/6/6,30,Ledge,093A02E:,093A007,52,2,0,120,37,5,10,5767424,663389,52.033333,-120.61805600000001,,36.0,,KAM,3.0,CBOO:,Cariboo,Cariboo,Ledge 2-6,,Cariboo - Quesnel Belt,Ledge 2-6,Prospecting,Prospecting,,Mandalay Resources Corporation,"Ridley, David W. (FMC 122739)","Adamec, J. Duro",,"Triassic-Jurassic, Augite porphyry flows, Andesites, Argillites, Shales, Phyllites, Quartz diorites",14800.0,1.416,10451.9774,1.112,13309.35252,0.9440000000000001,15677.9661,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25935
3890,25800,1.0,1998/10/19,GEOP:GEOL:PHYS:GEOC:,1200,Assessment Report on the Art Property,1998,1998.0,,1999-10-19,,1998/10/19,42,Art,093A02E:092P15E:,093A007,52,0,0,120,37,5,10,5763717,663510,52.0,-120.61805600000001,,,,KAM,3.0,CBOO:,Cariboo,Cariboo,Art 1-4,,,Art 1-4,"Geophysical,<br>Geological,<br>Physical,<br>Geochemical","Geophysical, Geological, Physical, Geochemical",,Mandalay Resources Corporation,"Ridley, David W. (FMC 122739)","Adamec, J. Duro",,"Permian, Amphibolites, Gabbros, Norites, Serpentinites, Andesites",20000.0,1.4,14285.71429,1.1,18181.818180000002,0.934,21413.27623,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25800
4002,25888,1.0,1999/2/3,GEOC:,22400,Geochemical and Geological Report on the Dominion Creek Property,1999,1998.0,,2000-02-03,,1999/2/3,38,Dominion Creek,093H06E:093H07W:,093H044,53,27,0,121,16,17,10,5923722,614793,53.45,-121.27138899999999,AU:AG:PB:ZN:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,"AK I - IV,<br>AK 7,<br>AK 9-14",093H  133,,"AK I - IV, AK 7, AK 9-14",Geochemical,Geochemical,"16549, 17599, 17612, 18035",Gold City Industries Ltd.,"Raven, Alan R.","Raven, Alan R.","Gold, Silver, Lead, Zinc","Isaac Formation, Cunningham Formation, Phyllites, Argillites",23235.13,1.416,16408.99011,1.112,20894.90108,0.9440000000000001,24613.48517,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25888
4573,26019,1.0,1999/7/8,GEOL:PHYS:GEOP:GEOC:,4800,Geochemical and Geophysical Report on the Ledge Property,1999,1998.0,,2000-07-08,,1999/7/8,53,Ledge,093A02E:,093A008,52,0,39,120,35,5,10,5764997,665758,52.010833,-120.584722,AU:AG:ZN:PB:CU:,,,KAM,3.0,CBOO:,Cariboo,Cariboo,DL 1-8,093A  089,,DL 1-8,"Geological,<br>Physical,<br>Geophysical,<br>Geochemical","Geological, Physical, Geophysical, Geochemical","17646, 22460, 23201",Mandalay Resources Corporation,"Ridley, David W. (FMC 122739)","Christopher, Peter A.","Gold, Silver, Zinc, Lead, Copper","Triassic, Cariboo Group, Phyllites, Auriferous quartz veins",56042.78,1.416,39578.23446,1.112,50398.18345,0.9440000000000001,59367.351689999996,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26019
