,rep_no,cnf_prd,aff_dt,gwrk_typs,claim_val,title,rep_yr,wrk_yr,conf_ldate,conf_adate,aff_ndate,aff_adate,page_ct,prpty_nm,nts_maps,bcgs_maps,lat83_deg,lat83_min,lat83_sec,lon83_deg,lon83_min,lon83_sec,zone83,north83,east83,lat83,long83,com_cds,camp_cd,geo_sum,reg_geo,info_cls,mdiv_cds,mdiv_nmx,mdiv_nms,claim_nmx,minf_nox,camp_nm,claim_nms,gwrk_nmx,gwrk_nms,rel_ars,oper_nms,own_nms,auth_nms,com_nms,kwl_nms,MERG_SPENT,DOLL_INX,doll_86,CPIdex1992,doll_92,CPIdex2002,doll_02,URL
464,26394,1.0,2000/9/5,PROS:,4000,Prospecting Report on the Elisir Property,2000,1999.0,,2001-09-05,,2000/9/5,50,Elisir,092E16W:,9.20E+90,49,52,59,126,23,55,9,5528874,686875,49.883055999999996,-126.39861100000002,CU:NI:CO:DI:,,,NAN,3.0,ALBI:,Alberni,Alberni,Elisir 2,,,Elisir 2,Prospecting,Prospecting,,"Specogna, Efrem","Specogna, Efrem","Specogna, Efrem","Copper, Nickel, Cobalt, Diamond","Devonian, Sicker Group, Fragmentals, Felsic volcanics",10277.0,1.4409999999999998,7131.8528799999995,1.133,9070.609003,0.961,10694.06868,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26394
558,26208,1.0,2000/3/27,GEOL:GEOC:,18400,Exploration Program on the Lucky Property,2000,1999.0,,2001-03-27,,2000/3/27,84,Lucky,092F03W:,092F014,49,5,59,125,21,5,10,5441204,328364,49.099722,-125.35138899999998,CU:AU:PB:ZN:AG:,25.0,,NAN,3.0,ALBI:,Alberni,Alberni,"Wick,<br>KZ,<br>Toq 3-7,<br>KX,<br>SP 1-4,<br>K6","092F  542, 092F  034, 092F  372, 092F  485, 092F  538, 092F  540",Tofino - Kennedy River Area,"Wick, KZ, Toq 3-7, KX, SP 1-4, K6","Geological,<br>Geochemical","Geological, Geochemical","05387, 06146, 10626, 11545, 12318, 12545, 12580, 13642, 14188, 14658, 15685, 17108, 17224, 18491, 18567, 19826, 22163, 22300, 22592, 23004, 23312, 23668, 24252, 24306, 24784, 25429, 25829",Electrum Resource Corp. (FMC 107591),Electrum Resource Corp. (FMC 107591),"Ronning, Peter A.","Copper, Gold, Lead, Zinc, Silver","Triassic, Triassic, Karmutsen Formation, Triassic, Karmutsen Formation, Pillow basalts, Basalts, Triassic, Karmutsen Formation, Quartz veins, Pillow basalts, Pyrite, Basalts, Gold, Chalcopyrite, Karmutsen Formation, Pillow basalts, Sphalerite, Galena, Quartz veins, Pillow basalts, Pyrite, Basalts, Gold, Basalts, Chalcopyrite, Quartz veins, Quartz veins, Pyrite, Pyrite, Gold, Gold, Chalcopyrite, Chalcopyrite",14200.0,1.4409999999999998,9854.26787,1.133,12533.09797,0.961,14776.27471,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26208
750,26206,1.0,2000/1/21,DRIL:GEOC:,33400,Diamond Drilling Report on the Tay Property,2000,1999.0,,2001-01-21,,2000/1/21,27,Tay,092F06E:092F06W:,092F034,49,17,59,125,16,5,10,5463250,335113,49.299721999999996,-125.268056,,25.0,,NAN,3.0,ALBI:,Alberni,Alberni,"Abraham 1-2,<br>S&P 1",092F  212,Tofino - Kennedy River Area,"Abraham 1-2, S&P 1","Drilling,<br>Geochemical","Drilling, Geochemical","05698, 07191, 07963, 09596, 11726, 14121, 14601, 16705, 17037, 17088, 18395, 21692, 23808, 24671",Dalmatian Resources Ltd.,Dalmatian Resources Ltd.,"Skopos, Michael J.",,"Triassic, Karmutsen Formation, Pillow basalts, Breccias",45130.0,1.4409999999999998,31318.5288,1.133,39832.30362,0.961,46961.498439999996,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26206
840,26139,1.0,1999/12/10,GEOC:PHYS:,34000,Geological Report on the Fandora Property,1999,1999.0,,2000-12-10,,1999/12/10,249,Fandora,092F04E:092F05E:,092F022,49,14,57,125,40,41,10,5458607,305110,49.249167,-125.67805600000001,AU:,25.0,,VAN,2.0,ALBI:,Alberni,Alberni,Fandora,"092F  041, 092F  040",Tofino - Kennedy River Area,Fandora,"Geochemical,<br>Physical","Geochemical, Physical",,Doublestar Resources Limited,Doublestar Resources Limited,"Gray, Paul D.",Gold,"Jurassic, Island Plutonic Suite, Quartz diorites, Auriferous quartz veins, Gold, Shear zones, Terrain stability",86742.43,1.416,61258.77825,1.112,78005.78237,0.9440000000000001,91888.16737000001,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26139
2518,26064,1.0,1999/10/14,GEOC:,2800,Geochemical Soil Survey on the Gibraltar Property,1999,1999.0,,2000-10-14,,1999/10/14,22,Gibraltar,093B08E:093B08W:,093B049,52,29,20,122,15,35,10,5815674,550265,52.488889,-122.259722,CU:MO:,,,KAM,3.0,CBOO:,Cariboo,Cariboo,"VE 21-22,<br>Lot 4142-4143,<br>Bud 1, 3,<br>HA 4-5,<br>HAS 2","093B  051, 093B  013",,"VE 21-22, Lot 4142-4143, Bud 1, 3, HA 4-5, HAS 2",Geochemical,Geochemical,"00744, 08222, 08894, 09173, 11290, 11363, 11429, 11577, 13117, 14763, 17050, 23601, 23781, 24569, 24624, 25170, 25333",Gibraltar Mines Limited,Gibraltar Mines Limited; Cuisson Lake Mines Ltd.,"Barker, George E.","Copper, Molybdenum/Molybdenite","Granite Mountain Batholith, Tonalites",2864.83,1.416,2023.185028,1.112,2576.2859710000002,0.9440000000000001,3034.7775420000003,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26064
2787,26210,1.0,2000/2/28,GEOC:,4800,Metallurgical Testing Report on the Spanish Mountain Property,2000,1999.0,,2001-02-28,,2000/2/28,12,Spanish Mountain,093A11W:,093A053,52,35,19,121,27,18,10,5827629,604665,52.588611,-121.455,AU:,36.0,,PRG,3.0,CBOO:,Cariboo,Cariboo,CPW,093A  043,Cariboo - Quesnel Belt,CPW,Geochemical,Geochemical,"06460, 06935, 08636, 11822, 14682, 15880",Imperial Metals Corp.,Imperial Metals Corp.,"Kynoch, Brian",Gold,"Triassic, Phyllites, Siltstones, Slates, Auriferous quartz veins, Gold, Galena, Sphalerite, Chalcopyrite, Tetrahedrite, Pyrite",4800.0,1.4409999999999998,3331.020125,1.133,4236.540159,0.961,4994.797086,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26210
3325,26098,1.0,1999/12/6,GEOC:,10000,Assessment Report on the BT Property,1999,1999.0,,2000-12-06,,1999/12/6,41,BT,093I04E:,093I003,54,3,0,121,36,5,10,5989989,591566,54.05,-121.60138899999998,TI:MA:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,BT 8-10,093I  028,,BT 8-10,Geochemical,Geochemical,"24198, 24573, 24682, 25280, 25770, 26044",26BT Resource Development Co. Ltd.,26BT Resource Development Co. Ltd.,"Kelsch, W. Lorne; Jain, S.","Titanium, Magnetite","Magnetite, Titanium, Ilmenite, Mineral processing",10000.0,1.416,7062.146893000001,1.112,8992.805755,0.9440000000000001,10593.22034,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26098
4050,26044,1.0,1999/10/4,GEOP:GEOC:,31200,Assessment Report on the 26BT Resource Development Property,1999,1999.0,,2000-10-04,,1999/10/4,150,26BT,093I04E:,093I003,54,3,0,121,36,5,10,5989989,591566,54.05,-121.60138899999998,,,,PRG,3.0,CBOO:,Cariboo,Cariboo,"BT 1-7,<br>BT 11",093I  028,,"BT 1-7, BT 11","Geophysical,<br>Geochemical","Geophysical, Geochemical","23183, 23619, 24152, 24198, 24573, 24682, 25034, 25164, 25280, 25543, 25664, 25770",26BT Resource Development Co. Ltd.,26BT Resource Development Co. Ltd.,"Kelsch, W. Lorne; Jain, S.",,"Magnetite, Ilmenite",24752.16,1.416,17480.33898,1.112,22259.13669,0.9440000000000001,26220.508469999997,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26044
4100,26053,1.0,1999/7/21,DRIL:,23100,Assessment Report on the Hugger Property,1999,1999.0,,2000-07-21,,1999/7/21,32,Hugger,093A12E:,093A062,52,38,17,121,39,8,10,5832861,591202,52.638056000000006,-121.652222,AU:CU:,36.0,,PRG,3.0,CBOO:,Cariboo,Cariboo,"Hug 2,<br>Otr 2",093A  041,Cariboo - Quesnel Belt,"Hug 2, Otr 2",Drilling,Drilling,,Big Valley Resources Inc.,Big Valley Resources Inc.,"Livgard, Egil","Gold, Copper",", Syenites, Pyrite, Rhyolites",26076.0,1.416,18415.254240000002,1.112,23449.64029,0.9440000000000001,27622.881360000003,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26053
4199,26336,1.0,2000/9/26,DRIL:GEOC:,19800,Assessment Report on the BT Property,2000,1999.0,,2001-09-26,,2000/9/26,39,BT,093I04E:,093I003,54,3,0,121,36,5,10,5989989,591566,54.05,-121.60138899999998,,,,PRG,3.0,CBOO:,Cariboo,Cariboo,BT 4,093I  028,,BT 4,"Drilling,<br>Geochemical","Drilling, Geochemical","23183, 23619, 24152, 24198, 24573, 24682, 25034, 25164, 25280, 25543, 25664, 25770, 26044, 26098",26BT Resource Development Co. Ltd.,26BT Resource Development Co. Ltd.,"Kelsch, W. Lorne; Jain, Sudhir",,"Magnetite, Titanium, Gabbros, Ilmenite",30774.5,1.4409999999999998,21356.34976,1.133,27161.9594,0.961,32023.41311,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26336
