,rep_no,cnf_prd,aff_dt,gwrk_typs,claim_val,title,rep_yr,wrk_yr,conf_ldate,conf_adate,aff_ndate,aff_adate,page_ct,prpty_nm,nts_maps,bcgs_maps,lat83_deg,lat83_min,lat83_sec,lon83_deg,lon83_min,lon83_sec,zone83,north83,east83,lat83,long83,com_cds,camp_cd,geo_sum,reg_geo,info_cls,mdiv_cds,mdiv_nmx,mdiv_nms,claim_nmx,minf_nox,camp_nm,claim_nms,gwrk_nmx,gwrk_nms,rel_ars,oper_nms,own_nms,auth_nms,com_nms,kwl_nms,MERG_SPENT,DOLL_INX,doll_86,CPIdex1992,doll_92,CPIdex2002,doll_02,URL
36,26454,1.0,2000/11/9,GEOL:,1500,Geological Assessment Report on the MG Property,2001,2000.0,,2001-11-09,,2000/11/9,12,MG,092L02W:,092L006,50,2,59,126,50,5,9,5546405,655013,50.049721999999996,-126.834722,AU:FE:,29.0,,NAN,3.0,ALBI:,Alberni,Alberni,"MG 1,<br>MG 2009,<br>MG 2011",092L  129,Zeballos - Kyuquot Area,"MG 1, MG 2009, MG 2011",Geological,Geological,14457,"Warke, Carlotte","Warke, Carlotte","Sookochoff, Laurence","Gold, Iron","Triassic, Vancouver Group, Quatsino Formation, Bonanza Group, Limestones, Tuffs, Skarns, Magnetite",1500.0,1.466,1023.19236,1.1520000000000001,1302.083333,0.977,1535.3121800000001,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26454
156,26389,1.0,2000/11/29,GEOL:GEOC:,1800,Geological and Geochemical Report on the Kash 1-2 Property,2000,2000.0,,2001-11-29,,2000/11/29,17,Kash,092L03W:,092L014,50,9,21,127,19,2,9,5557313,620206,50.155833,-127.317222,LS:,29.0,,NAN,3.0,ALBI:,Alberni,Alberni,Kash 1-2,092L  187,Zeballos - Kyuquot Area,Kash 1-2,"Geological,<br>Geochemical","Geological, Geochemical",24034,"Kikauka, Andris (FMC # 114051)","Kikauka, Andris (FMC # 114051)","Kikauka, Andris (FMC # 114051)",Limestone,"Jurassic, Bonanza Group, Limestones, Limestone",3312.0,1.4409999999999998,2298.403886,1.133,2923.2127100000002,0.961,3446.4099899999997,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26389
579,26481,1.0,2000/11/9,GEOL:GEOP:GEOC:PHYS:,13200,Magnetometer Survey and Rock Chip Sampling on the Deer Bay Property,2001,2000.0,,2001-11-09,,2000/11/9,54,Deer Bay,092F04E:,092F023,49,13,59,125,35,5,10,5456579,311840,49.233056,-125.584722,NI:CU:AU:,25.0,,NAN,3.0,ALBI:,Alberni,Alberni,"Super 1,<br>Nick 1",092F  029,Tofino - Kennedy River Area,"Super 1, Nick 1","Geological,<br>Geophysical,<br>Geochemical,<br>Physical","Geological, Geophysical, Geochemical, Physical","08016, 08138, 14807, 16220, 17284, 18751, 21777, 22749, 23283, 25108, 25607","Birkeland, Arne O. (FMC 102420)","Birkeland, Arne O. (FMC 102420); Buckland, Peter","Birkeland, Arne O. (FMC 102420)","Nickel, Copper, Gold","Mississippian-Permian, Sicker Group, Amphibolites, Gabbros, Massive sulphides, Semi-massive, Pyrite, Chalcopyrite, Violarite, Millerite",16485.0,1.466,11244.88404,1.1520000000000001,14309.895830000001,0.977,16873.08086,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26481
1015,26434,1.0,2000/10/4,PROS:,2000,Prospecting Report on the Ruff Property,2001,2000.0,,2001-10-04,,2000/10/4,20,Ruff,104N11W:104N12E:,104N073:,59,43,27,133,29,40,8,6621654,584670,59.724167,-133.494444,CU:AG:ZN:PB:,,,SMI,3.0,ATLN:,Atlin,Atlin,Ruff,"104N  122, 104N  123",,Ruff,Prospecting,Prospecting,"02203, 08718, 10179, 18646, 23831","Kenwood, Stephen P.","Kenwood, Stephen P.","Kenwood, Stephen P.","Copper, Silver, Zinc, Lead","Jurassic, Fourth of July Creek Batholith, Quartz monzonites",2372.0,1.466,1618.008186,1.1520000000000001,2059.027778,0.977,2427.840328,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26434
1161,26602,1.0,2001/7/16,GEOL:,3600,Geological Report on the Imperial Property,2001,2000.0,,2002-07-16,,2001/7/16,40,Imperial,104N12E:,104N062,59,36,50,133,36,53,8,6609227,578162,59.613889,-133.614722,JD:,53.0,,SMI,3.0,ATLN:,Atlin,Atlin,Imperial,104N  008,Atlin Camp,Imperial,Geological,Geological,"04551, 09868, 13024, 17495","Aspinall, Nicholas Clive","Aspinall, Nicholas Clive","Aspinall, Nicholas Clive",Jade/Nephrite,"Permian-Pennsylvanian, Cache Creek Group, Argillites, Ultramafics",5500.0,1.466,3751.705321,1.1520000000000001,4774.305556,0.977,5629.477994,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26602
1279,26379,1.0,2000/8/21,GEOL:GEOC:,8000,Geochemical and Geological Assessment Report on the 025 Property,2000,2000.0,,2001-08-21,,2000/8/21,57,25,104M09E:104M09W:,104M059,59,34,31,134,14,37,8,6604356,542729,59.575278000000004,-134.24361100000002,AU:AG:,,,SMI,3.0,ATLN:,Atlin,Atlin,Gold A-T,"104M  080, 104M  079",,Gold A-T,"Geological,<br>Geochemical","Geological, Geochemical","19384, 21508, 23599, 24645, 25735","Thompson, Gary R.","Thompson, Gary R.","Thompson, Gary R.","Gold, Silver","Jurassic, Laberge Group, Greywackes, Argillites, Shales, Quartz veins, Stockworks",8000.0,1.4409999999999998,5551.700208,1.133,7060.900265,0.961,8324.661811,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26379
2323,26411,1.0,2000/9/22,PROS:,1000,Geological and Geochemical Report on the Silverboss Property,2000,2000.0,,2001-09-22,,2000/9/22,15,Silverboss,093A02W:,093A016,52,6,0,120,56,5,10,5774173,641459,52.1,-120.934722,,,,PRG,3.0,CBOO:,Cariboo,Cariboo,"Silver Boss 1-4,<br>Peridot 2",093A  019,,"Silver Boss 1-4, Peridot 2",Prospecting,Prospecting,"02785, 23677, 24208","Ridley, David W. (FMC 122739)","Ridley, David W. (FMC 122739)","Ridley, David W. (FMC 122739)",,"Jurassic, Takomkane Batholith, Quartz monzonites, Breccias, Pyrite, Chalcopyrite, Pyrrhotite, Arsenopyrite, Sphalerite, Galena",1208.0,1.4409999999999998,838.3067313999999,1.133,1066.19594,0.961,1257.023933,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26411
2413,26315,1.0,2000/5/11,GEOC:,600,Geological and Geochemical Report on the Mac 9-14 Property,2000,2000.0,,2001-05-11,,2000/5/11,19,Mac,093J14E:,093J094,54,56,0,123,14,6,10,6087398,484942,54.933333,-123.235,,,,PRG,4.0,CBOO:,Cariboo,Cariboo,"Mac 9-14,<br>Dweeb",,,"Mac 9-14, Dweeb",Geochemical,Geochemical,"24511, 24512, 25622","Grunenberg, Perry","Grunenberg, Perry","Grunenberg, Perry",,"Triassic-Jurassic, Takla Group, Slide Mountain Group, Tuffs, Argillites, Pyroxenites",2183.5,1.4409999999999998,1515.267176,1.133,1927.184466,0.961,2272.1123829999997,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26315
2469,26420,1.0,2000/7/5,PHYS:GEOP:,400,Self Potential Report on the Thunder G Property,2000,2000.0,,2001-07-05,,2000/7/5,11,Thunder G,093G01W:,093G019,53,11,53,122,21,24,10,5894496,542976,53.19805600000001,-122.35666699999999,AU:CU:,36.0,,PRG,3.0,CBOO:,Cariboo,Cariboo,Thunder 1-4,093G  007,Cariboo - Quesnel Belt,Thunder 1-4,"Physical,<br>Geophysical","Physical, Geophysical","02212, 03385, 11061, 13712, 15084, 15744, 15927, 17309, 21740","Javorsky, David","Javorsky, David","Javorsky, David","Gold, Copper","Triassic, Takla Group, Basalts, Argillites, Stockworks, Pyrite, Pyrrhotite",2563.17,1.4409999999999998,1778.743928,1.133,2262.285966,0.961,2667.190427,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26420
2569,26461,1.0,2001/1/25,GEOL:GEOP:GEOC:,2800,"Geological, Geochemical and Geophysical Report on the Snow Property",2001,2000.0,,2002-01-25,,2001/1/25,20,Snow,093J14E:093J14W:,093J094,54,57,0,123,14,52,10,6089256,484130,54.95,-123.247778,NI:CU:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,Snow 1-4,,,Snow 1-4,"Geological,<br>Geophysical,<br>Geochemical","Geological, Geophysical, Geochemical","13215, 16269","Bridge, David J.","Bridge, David J.","Bridge, David J.","Nickel, Copper","Triassic, Takla Group, Hornfels, Ultramafics, Ankerite, Chalcopyrite",3331.7,1.466,2272.6466579999997,1.1520000000000001,2892.100694,0.977,3410.13306,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=26461
