,rep_no,cnf_prd,aff_dt,gwrk_typs,claim_val,title,rep_yr,wrk_yr,conf_ldate,conf_adate,aff_ndate,aff_adate,page_ct,prpty_nm,nts_maps,bcgs_maps,lat83_deg,lat83_min,lat83_sec,lon83_deg,lon83_min,lon83_sec,zone83,north83,east83,lat83,long83,com_cds,camp_cd,geo_sum,reg_geo,info_cls,mdiv_cds,mdiv_nmx,mdiv_nms,claim_nmx,minf_nox,camp_nm,claim_nms,gwrk_nmx,gwrk_nms,rel_ars,oper_nms,own_nms,auth_nms,com_nms,kwl_nms,MERG_SPENT,DOLL_INX,doll_86,CPIdex1992,doll_92,CPIdex2002,doll_02,URL
380,35066,1.0,2014/7/25,GEOL:,4692,Assessment Report Spectral Data Fusion and Spectral Analyses,2014,2014.0,,2015-07-25,,2014/7/25,22,WWW,092F02E:,092F007:,49,0,54,124,41,20,10,5430483,376516,49.015,-124.68888899999999,CU:AU:AG:,24.0,,NAN,3.0,ALBI:,Alberni,Alberni,"516513,<br>516514","092F  380, 092F  141, 092F  217",Sicker Belt,"516513, 516514",Geological,Geological,"06865, 12735, 14987, 16119, 27832, 27833, 28489, 29111, 29323, 29607, 31317, 31322, 31816, 32305, 32342, 32557, 33841, 34019, 34471",Auracle Geospatial Science Inc.,"McLelland, Julie","McLelland, David","Copper, Gold, Silver","Jurassic, Island Plutonic Suite, Granodiorites, Triassic, Vancouver Group, Karmutsen Formation, Basaltic volcanics, Remote sensing",9530.0,1.785,5338.935574,1.402,6797.432240000001,1.189,8015.138772,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=35066
3310,34995,1.0,2014/10/27,GEOC:PHYS:,10036,Sampling A River Bank Placer Deposit,2014,2014.0,,2015-10-27,,2014/10/27,17,Gold Channel,093G09W:,093G079:,53,43,18,122,15,21,10,5952806,549113,53.721667000000004,-122.25583300000001,AU:,,,PRG,4.0,CBOO:,Cariboo,Cariboo,Gold Channel,,,Gold Channel,"Geochemical,<br>Physical","Geochemical, Physical",,J.D. Graham & Assoc. Ltd.,"Graham, John Donald","Graham, John Donald",Gold,"Triassic, Triassic, Takla Group, Takla Group, Mudstones, Mudstones, Siltstones, Siltstones, Shales, Shales, Gravels, Gravels, Placers, Placers, Placer gold",12257.55,1.785,6866.97479,1.402,8742.902995999999,1.189,10309.125320000001,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=34995
3335,35396,1.0,2014/12/13,GEOC:,12826,2014 Geochemical Sampling Program,2015,2014.0,,2015-12-13,,2014/12/13,56,White Channel,093A06W:,093A033:,52,18,54,121,28,2,10,5797180,604483,52.315,-121.46722199999999,SI:,36.0,,PRG,3.0,CBOO:,Cariboo,Cariboo,White Channel 1,,Cariboo - Quesnel Belt,White Channel 1,Geochemical,Geochemical,"29784, 30645, 31522, 32255, 12582, 29784",Performance Minerals of Canada,"Riepe, Rudy C.","MacPherson, Frances Jean",Silica,"Jurassic, Nicola Group, Volcaniclastic rocks, Miocene-Pleistocene, Chilcotin Group, Basaltic volcanics, Silica",12826.5,1.804,7110.033259000001,1.4169999999999998,9051.870148,1.202,10670.965059999999,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=35396
3608,35262,1.0,2014/10/20,GEOC:,24895,Assessment Report on Geology and Geochemistry,2014,2014.0,,2015-10-20,,2014/10/20,52,QM,093G01W:,093G009:,53,2,29,122,19,41,10,5877086,545051,53.041389,-122.328056,CU:AU:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,"MM1,<br>MM2,<br>MM3,<br>1011500,<br>MM2,<br>1030759","093G  003, 093G  005",,"MM1, MM2, MM3, 1011500, MM2, 1030759",Geochemical,Geochemical,"13872, 16513, 21200, 22576, 19096, 05127, 29178, 29366, 30166, 04208, 05531, 10506, 30438, 31365, 22307, 12742, 13436, 28080, 28556, 04545",CanAlaska Uranium Ltd,"Dasler, Peter G.","Schimann, Karl","Copper, Gold","Triassic, Nicola Group, Volcaniclastic rocks, Triassic-Jurassic, Granodiorites, Syenites, Monzodiorites, Intrusive rocks, Alkalic porphyry, Porphyry, Porphyry copper-gold, Chalcopyrite, Pyrite, Molybdenite, Bornite",17824.51,1.785,9985.719888,1.402,12713.63053,1.189,14991.177459999999,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=35262
5108,35173,1.0,2015/1/7,DRIL:GEOP:GEOL:PROS:GEOC:,405232,"Assessment Report on the 2014 Exploration Activities including Prospecting, Airborne and Ground Magnetics, IP, Soil Geochemistry and Diamond Drilling",2015,2014.0,,2016-01-07,,2015/1/7,565,Ben,093B09E:,093B060:,52,35,0,122,3,5,10,5826344,564272,52.583332999999996,-122.05138899999999,NI:CO:AU:,36.0,,KAM,3.0,CBOO:,Cariboo,Cariboo,"BEN,<br>CORTEZ,<br>CORTEZ,<br>833750,<br>833753,<br>833754,<br>833756,<br>833759,<br>CTZ 15,<br>CTZ 16,<br>CTZ 17,<br>CTZ 18,<br>CTZ 19,<br>CTZ 20,<br>CTZ 21,<br>CTZ 21,<br>CTZ 22,<br>CTZ 22,<br>CTZ 23,<br>CTZ 24,<br>CTZ 25,<br>CTZ 26,<br>CTZ 27,<br>CTZ 28,<br>CTZ30,<br>CTZ31,<br>CTZ32,<br>992562,<br>992603,<br>992622,<br>992624,<br>992625,<br>992642,<br>CTZ33,<br>CTZ34",,Cariboo - Quesnel Belt,"BEN, CORTEZ, CORTEZ, 833750, 833753, 833754, 833756, 833759, CTZ 15, CTZ 16, CTZ 17, CTZ 18, CTZ 19, CTZ 20, CTZ 21, CTZ 21, CTZ 22, CTZ 22, CTZ 23, CTZ 24, CTZ 25, CTZ 26, CTZ 27, CTZ 28, CTZ30, CTZ31, CTZ32, 992562, 992603, 992622, 992624, 992625, 992642, CTZ33, CTZ34","Drilling,<br>Geophysical,<br>Geological,<br>Prospecting,<br>Geochemical","Drilling, Geophysical, Geological, Prospecting, Geochemical","02696, 03085, 03175, 03176, 03993, 17481, 21309, 25512, 25795, 25914, 26870, 27812, 29876, 32732, 33544, 34737",Westhaven Ventures Inc.,"Kahlert, Bernie H.; Thomas, Gareth Oswald","Peters, Lawrence John","Nickel, Cobalt, Gold","Permian-Triassic, Cache Creek Complex, Marine sedimentary and volcanic rocks, Basaltic volcanic rocks, Limestones, Marbles, Calcareous sedimentary rocks, Cherts, Siliceous argillites, Siliciclastics, Jurassic, Granodiorites, Intrusive rocks, Miocene-Pleistocene, Chilcotin Group, Quartz-carbonate alteration, Mariposite, Gold, Serpentinization, Dunites, Ultramafic rocks, Dolomites, Diorites, Iron-carbonate alteration, Silicification, Listwanites, Chlorite alteration, Millerite, Hazelwoodite, Pentlandite, Linnaeite",564626.42,1.804,312985.8204,1.4169999999999998,398466.0692,1.202,469739.1181,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=35173
5316,34680,1.0,2014/3/28,PROS:GEOC:,899,Assessment Report on the Goldcan Property,2014,2014.0,,2015-03-28,,2014/3/28,22,Goldcan,092P15W:,092P076:,51,46,53,120,51,12,10,5738904,648079,51.781389000000004,-120.853333,AU:,,,KAM,3.0,CLIN:,Clinton,Clinton,Goldcan,092P  198,,Goldcan,"Prospecting,<br>Geochemical","Prospecting, Geochemical","28383, 32694",Cariboo Rose Resources Ltd.,"Way, Robert Paul","Morton, James W. (Bill) . (FMC# 118981)",Gold,"Jurassic, Triassic, Nicola Group, Volcaniclastic rocks, Eocene, Kamloops Group, Calc-alkaline volcanics",930.48,1.785,521.2773109,1.402,663.6804565,1.189,782.5735913,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=34680
5363,34888,1.0,2014/7/16,PROS:GEOC:,2397,Report on the Coppertonic Mineral Property,2014,2014.0,,2015-07-16,,2014/7/16,28,Coppertonic,092P15W:,092P087:,51,49,16,120,46,15,10,5743492,653634,51.821111,-120.77083300000001,CU:AU:,,,KAM,3.0,CLIN:,Clinton,Clinton,COPPERTONIC,,,COPPERTONIC,"Prospecting,<br>Geochemical","Prospecting, Geochemical",,La Quinta Resources Corp.,"Henderson, Dustin","Morton, James W. (Bill) . (FMC# 118981)","Copper, Gold","Triassic-Jurassic, Monzonites, Stocks, Volcanic rocks, Eocene, Calc-alkaline volcanics",3023.88,1.785,1694.05042,1.402,2156.8330960000003,1.189,2543.212784,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=34888
6907,34914,1.0,2014/6/1,GEOC:,12931,Rock and Soil Geochemistry Report Spike's Big Adventure mineral claims,2014,2014.0,,2015-06-01,,2014/6/1,41,Spike's Big Adventure,082G04W:,082G021:,49,12,51,115,50,0,11,5451919,584966,49.214166999999996,-115.83333300000001,AG:PB:ZN:,,,CRA,3.0,FORT:,Fort Steele,Fort Steele,"SPIKE'S BIG ADVENTURE,<br>SPIKE'S BA-02-12,<br>SPIKE'S BA-03-12,<br>SPIKE'S BA-04-13",,,"SPIKE'S BIG ADVENTURE, SPIKE'S BA-02-12, SPIKE'S BA-03-12, SPIKE'S BA-04-13",Geochemical,Geochemical,"24772, 25378, 34178, 25823, 25822",Kootenay Silver Inc.,"Lavoie, Darlene (132094)","Kennedy, Sean J. (FMC # 142365)","Silver, Lead, Zinc","Proterozoic, Purcell Supergroup, Aldridge Formation, Argillites, Greywackes, Wackes, Conglomerate turbidites",9140.0,1.785,5120.448179,1.402,6519.258203,1.189,7687.132044,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=34914
7014,34965,1.0,2014/8/28,GEOL:,15924,Geological Mapping of the Silver Fox Proeprty North,2014,2014.0,,2015-08-28,,2014/8/28,22,Silver Fox Property North,082G04E:,082G012:,49,9,10,115,39,4,11,5445315,598358,49.152778000000005,-115.65111100000001,AG:CU:PB:ZN:,,,CRA,3.0,FORT:,Fort Steele,Fort Steele,"515408,<br>KRL,<br>KRL 2,<br>KRL 3,<br>KRL 04-10,<br>KRL 05-10,<br>KRL 13-10,<br>KRL 16-10,<br>KRL 17-10,<br>KRL 21-10,<br>KRL 22-10,<br>KRL 23-10,<br>KRL 25-10,<br>KRL 31-10,<br>KRL 114-12","082GSW058, 082GSW070, 082GSW072, 082GSW073, 082GSW085, 082GSW087, 082GSW088",,"515408, KRL, KRL 2, KRL 3, KRL 04-10, KRL 05-10, KRL 13-10, KRL 16-10, KRL 17-10, KRL 21-10, KRL 22-10, KRL 23-10, KRL 25-10, KRL 31-10, KRL 114-12",Geological,Geological,"00056, 10907, 19932, 20753, 21182, 25559, 25647, 25671, 25672, 25799, 26018, 27805, 28069, 28623, 29290, 29609, 29810, 30660, 31658, 32181, 32629, 32638, 32645, 32807, 33261, 33379",Kootenay Silver Inc.,"Kennedy, Robert Duncan Craig; Lavoie, Darlene (132094)","Anderson, Doug","Silver, Copper, Lead, Zinc","Proterozoic, Purcell Supergroup, Nicol Creek Formation, Sheppard Formation, Gateway Formation, Phillips Formation, Roosville Formation, Sedimentary rocks, Aldridge Formation, Creston Formation, Siliclastic rocks, Turbidites, Argillites, Quartzites, Silicification, Chlorite alteration, Sericite alteration, Carbonate alteration, Purcell anticlinorium, Iron, Manganese, Copper, Lead, Zinc, Silver",13056.0,1.785,7314.285714,1.402,9312.410842,1.189,10980.656009999999,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=34965
7033,35377,1.0,2015/1/10,PROS:GEOC:,19430,Assessment Report Rock Geochemistry and Prospecting Program,2015,2014.0,,2016-01-10,,2015/1/10,31,Silver Fox,082G04E:,082G022:,49,14,7,115,40,26,11,5454457,596536,49.235278,-115.67388899999999,CU:AG:,1.0,,CRA,3.0,FORT:,Fort Steele,Fort Steele,"KRL 12-10,<br>KRL 28-10,<br>KRL 116-12,<br>KRL 117-13,<br>KRL 118-13,<br>KRL 122-13","082GSW030, 082GSW058, 082GSW070, 082GSW072, 082GSW073, 082GSW085, 082GSW086, 082GSW087, 082GSW088, 082GSW089",Purcell Belt (Sullivan),"KRL 12-10, KRL 28-10, KRL 116-12, KRL 117-13, KRL 118-13, KRL 122-13","Prospecting,<br>Geochemical","Prospecting, Geochemical","00001, 00056, 10907, 19932, 20753, 21182, 25559, 25647, 25671, 25672, 25799, 26018, 27805, 28069, 28450, 28623, 29290, 29609, 29810, 30660, 31658, 32181, 32629, 32638, 32645, 32807, 33261, 33379, 34086, 34440, 34965, 35034",Kootenay Silver Inc.,"Kennedy, Robert Duncan Craig; Lavoie, Darlene (132094)","Kennedy, Robert Duncan Craig","Copper, Silver","Proterozoic, Purcell Supergroup, Aldridge Formation, Creston Formation, Quartzites, Argillites, Siltstones",13742.0,1.804,7617.51663,1.4169999999999998,9697.953423,1.202,11432.612309999999,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=35377
