,rep_no,cnf_prd,aff_dt,gwrk_typs,claim_val,title,rep_yr,wrk_yr,conf_ldate,conf_adate,aff_ndate,aff_adate,page_ct,prpty_nm,nts_maps,bcgs_maps,lat83_deg,lat83_min,lat83_sec,lon83_deg,lon83_min,lon83_sec,zone83,north83,east83,lat83,long83,com_cds,camp_cd,geo_sum,reg_geo,info_cls,mdiv_cds,mdiv_nmx,mdiv_nms,claim_nmx,minf_nox,camp_nm,claim_nms,gwrk_nmx,gwrk_nms,rel_ars,oper_nms,own_nms,auth_nms,com_nms,kwl_nms,MERG_SPENT,DOLL_INX,doll_86,CPIdex1992,doll_92,CPIdex2002,doll_02,URL
107,25553,1.0,1998/5/19,GEOC:,1700,Study of Grade Distribution on Electrum Property,1998,1998.0,,1999-05-19,,1998/5/19,18,Electrum,092L03W:,092L014,50,9,59,127,22,36,9,5558392,615935,50.166389,-127.376667,AU:AG:,29.0,,VAN,3.0,ALBI:,Alberni,Alberni,Electrum,092L  227,Zeballos - Kyuquot Area,Electrum,Geochemical,Geochemical,"15521, 17763","Graham, John Donald","Graham, John Donald","Graham, John Donald","Gold, Silver","Limestones, Quartz veins, Quartz carbonate veins, Electrum, Pyrite, Chalcopyrite",2539.86,1.4,1814.185714,1.1,2308.963636,0.934,2719.3361879999998,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25553
208,25749,1.0,1998/11/9,GEOC:,2000,Geochemical Report on Scrutor Property,1998,1998.0,,1999-11-09,,1998/11/9,17,Scrutor,092L03E:,092L015,50,8,29,127,1,6,9,5556231,641598,50.141389000000004,-127.01833300000001,AU:AG:CU:,29.0,,VAN,3.0,ALBI:,Alberni,Alberni,Scrutor,092L  100,Zeballos - Kyuquot Area,Scrutor,Geochemical,Geochemical,"14618, 15562, 17134",Rex Ventures Ltd.,"Heyman, David A.","McCrossan, Ed","Gold, Silver, Copper","Jurassic, Bonanza Group, Andesitic tuffs, Siltstones, Shear zones, Pyrite",4120.0,1.4,2942.857143,1.1,3745.4545450000005,0.934,4411.134904,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25749
220,25691,1.0,1998/9/11,GEOL:GEOC:,2400,Assessment Report on Tuzex Property,1998,1998.0,,1999-09-11,,1998/9/11,45,Tuzex,092C15E:,092C087:,48,52,59,124,41,5,10,5415824,376489,48.883055999999996,-124.684722,,23.0,,VAN,3.0,ALBI:,Alberni,Alberni,Tuzex 1-2,092C  119,Sarita - Gordon River Area,Tuzex 1-2,"Geological,<br>Geochemical","Geological, Geochemical",17406,"Ruza, Lenka","Ruza, Lenka","Allen, Gordon J.",,"Triassic, Karmutsen Formation, Basalts, Pyrite, Pyrrhotite, Chalcopyrite, Quartz veins",4303.0,1.4,3073.571429,1.1,3911.818182,0.934,4607.066381000001,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25691
1328,25882,1.0,1999/4/1,GEOL:GEOC:,8000,Evaluation Report on the Arsenault Property,1999,1998.0,,2000-04-01,,1999/4/1,66,Arsenault,104O13E:,104O082,59,47,59,131,42,6,9,6632196,348425,59.799721999999996,-131.701667,CU:AU:,,,SMI,3.0,ATLN:,Atlin,Atlin,"Twin,<br>Win",104O  011,,"Twin, Win","Geological,<br>Geochemical","Geological, Geochemical","01149, 02976, 03014, 03502, 04094, 08022, 10411, 19082, 20137","Traynor, Steve","Traynor, Steve","Traynor, Steve","Copper, Gold","Big Salmon Complex, Mica schists, Quartzites, Pyrite, Chalcopyrite, Skarns",9609.58,1.416,6786.426554000001,1.112,8641.708633,0.9440000000000001,10179.63983,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25882
1466,25669,1.0,1998/9/30,GEOL:GEOC:,14000,Assessment Report on Check-Mate 2,1998,1998.0,,1999-09-30,,1998/9/30,46,Check-Mate 2,104K07E:,104K047,58,27,59,132,44,7,8,6482862,632105,58.466389,-132.735278,AU:,,,SMI,3.0,ATLN:,Atlin,Atlin,Check-Mate 2,104K  078,,Check-Mate 2,"Geological,<br>Geochemical","Geological, Geochemical","13107, 16726, 21968, 23612","Aspinall, Nicholas Clive","Aspinall, Nicholas Clive","Aspinall, Nicholas Clive",Gold,"Triassic, Stuhini Group, Sloko Group, Tuffs, Breccias, Agglomerates",12876.14,1.4,9197.242857,1.1,11705.58182,0.934,13786.017130000002,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25669
1606,25725,1.0,1998/8/21,GEOL:GEOC:,22400,Geology and Hydrothermal Alteration Mineralogy of the Thorn Prospect,1998,1998.0,,1999-08-21,,1998/8/21,68,Thorn,104K10W:,104K057:,58,33,59,132,48,7,8,6493864,627853,58.566389,-132.801944,AU:CU:AG:,,,SMI,3.0,ATLN:,Atlin,Atlin,"Check-Mate,<br>Stuart 1-3","104K  018, 104K  031, 104K  116",,"Check-Mate, Stuart 1-3","Geological,<br>Geochemical","Geological, Geochemical","02512, 10243, 11923, 15897",Kohima Pacific Gold Corp.; Almaden Resources Corp.,"Aspinall, Nicholas Clive","Poliquin, J. Duane; Poliquin, Morgan","Gold, Copper, Silver","Triassic, Stuhini Group, Rhyolites, Porphyritic andesites, Quartz feldspar porphyry, Enargite, Pyrite, Brecciation",18648.27,1.4,13320.19286,1.1,16952.97273,0.934,19966.02784,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25725
2417,25734,1.0,1998/11/19,PROS:,2000,Prospecting Report on the Keno Property,1998,1998.0,,1999-11-19,,1998/11/19,16,Keno,093A06E:,093A035,52,18,30,121,2,35,10,5797136,633414,52.308333000000005,-121.043056,AU:AG:CU:MO:WO:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,Keno 18-21,093A  079,,Keno 18-21,Prospecting,Prospecting,"12363, 20040, 24717","Wahl, Herbert Joseph (FMC# 128059); Brown-John, Jack","Wahl, Herbert Joseph (FMC# 128059); Brown-John, Jack","Wahl, Herbert Joseph (FMC# 128059)","Gold, Silver, Copper, Molybdenum/Molybdenite, Tungsten","Triassic, Nicola Group, Argillites, Skarns, Chalcopyrite",2135.25,1.4,1525.1785710000001,1.1,1941.136364,0.934,2286.134904,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25734
2462,25752,1.0,1998/9/8,PROS:,2400,"Geological, Geochemical Report on the Big Gulp 1 and 2 Property (Frank Creek Project)",1998,1998.0,,1999-09-08,,1998/9/8,14,Big Gulp,093A11W:,093A074:,52,43,47,121,23,25,10,5843420,608699,52.729721999999995,-121.39027800000001,AU:AG:CU:ZN:PB:,38.0,,PRG,4.0,CBOO:,Cariboo,Cariboo,Jess 1-3,,Cariboo - Barkerville Camp,Jess 1-3,Prospecting,Prospecting,,Barker Minerals Ltd.,"Doyle, Louis E.","Doyle, Louis E.","Gold, Silver, Copper, Zinc, Lead","Barkerville Terrane, Downey Succession, Metavolcanics",2452.75,1.4,1751.964286,1.1,2229.772727,0.934,2626.070664,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25752
2500,25689,1.0,1998/5/19,PROS:,1000,Prospecting Report on Hixon Property,1998,1998.0,,1999-05-19,,1998/5/19,23,Hixon,093G14E:093G15W:,093G043,53,26,30,123,30,22,10,5921523,466382,53.441667,-123.506111,AU:,36.0,,PRG,3.0,CBOO:,Cariboo,Cariboo,Hixon 5,"093G  014, 093G  015",Cariboo - Quesnel Belt,Hixon 5,Prospecting,Prospecting,"15926, 12129","Javorsky, David","Javorsky, David","Javorsky, David",Gold,"Quartz sericite schists, Basalts, Argillites, Quartz veins, Gold, Barkerville Terrane, Quesnel Terrane",2706.0,1.4,1932.857143,1.1,2460.0,0.934,2897.216274,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25689
2555,25703,1.0,1998/10/27,GEOC:,4000,Assessment Report (Sampling a Paleoplacer Deposit) on the Hobson Property,1998,1998.0,,1999-10-27,,1998/10/27,13,Hobson,093A06W:,093A033,52,23,0,121,25,5,10,5804853,607668,52.383333,-121.418056,AU:,,,KAM,3.0,CBOO:,Cariboo,Cariboo,Hob 4,093A  042,,Hob 4,Geochemical,Geochemical,,J.D. Graham & Assoc. Ltd.,"Ashton, J.M.; Graham, John Donald","Graham, John Donald",Gold,"Tuffs, Tertiary, Gravels, Paleochannels",3082.0,1.4,2201.428571,1.1,2801.818182,0.934,3299.785867,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=25703
