,rep_no,cnf_prd,aff_dt,gwrk_typs,claim_val,title,rep_yr,wrk_yr,conf_ldate,conf_adate,aff_ndate,aff_adate,page_ct,prpty_nm,nts_maps,bcgs_maps,lat83_deg,lat83_min,lat83_sec,lon83_deg,lon83_min,lon83_sec,zone83,north83,east83,lat83,long83,com_cds,camp_cd,geo_sum,reg_geo,info_cls,mdiv_cds,mdiv_nmx,mdiv_nms,claim_nmx,minf_nox,camp_nm,claim_nms,gwrk_nmx,gwrk_nms,rel_ars,oper_nms,own_nms,auth_nms,com_nms,kwl_nms,MERG_SPENT,DOLL_INX,doll_86,CPIdex1992,doll_92,CPIdex2002,doll_02,URL
460,32329,1.0,2010/11/11,PROS:GEOC:,12000,Technical Report on the Hawthorn Lake Property 2010,2010,2010.0,,2011-11-11,,2010/11/11,88,Hawthorn Lake,092F02W:,092F007:,49,4,13,124,46,15,10,5436779,370662,49.070278,-124.77083300000001,CU:MO:AU:,,,NAN,3.0,ALBI:,Alberni,Alberni,"705884,<br>708282,<br>708302,<br>708342,<br>722142,<br>820102,<br>820122,<br>831192,<br>831193,<br>831569,<br>831570,<br>833438,<br>833440,<br>833443,<br>833444,<br>833445",,,"705884, 708282, 708302, 708342, 722142, 820102, 820122, 831192, 831193, 831569, 831570, 833438, 833440, 833443, 833444, 833445","Prospecting,<br>Geochemical","Prospecting, Geochemical",,Chile Gold & Copper Inc.,"Geleynse, Bruce","Houle, Jacques (FMC 137830)","Copper, Molybdenum/Molybdenite, Gold","Jurassic, Triassic, Granodiorites, Volcanics, Quartz-sulphide veins, Karmutsen Formation, Island Plutonic Suite",12017.65,1.709,7031.9777650000005,1.3419999999999999,8955.029806,1.138,10560.32513,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=32329
1502,31775,1.0,2010/8/6,GEOP:,8787,Geophysical Report on the Consolation Creek Placer Property,2010,2010.0,,2011-08-06,,2010/8/6,33,Consolation Creek,104N14W:,104N084:,59,48,14,133,19,6,8,6630768,594347,59.803889,-133.318333,AU:,53.0,,SMI,3.0,ATLN:,Atlin,Atlin,"518789,<br>518791,<br>539464",104N  023,Atlin Camp,"518789, 518791, 539464",Geophysical,Geophysical,"29243, 24219",Apex Geoscience Ltd,"Javorsky, David","Javorsky, David",Gold,"Placer, Gravels, Surprise Lake Batholith, Cretaceous, Permian-Pennsylvanian, Cherts, Argillites, Limestones, Cache Creek Complex",17097.25,1.709,10004.24225,1.3419999999999999,12740.12668,1.138,15023.94552,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=31775
1553,32904,1.0,2011/9/3,GEOP:,38065,Interpretation Report on the Llewellyn Property,2012,2010.0,,2012-09-03,,2011/9/3,53,Llewellyn,104N11W:,104N063:,59,34,48,134,19,2,8,6604836,538565,59.58,-134.317222,CU:AU:AG:,53.0,,SMI,3.0,ATLN:,Atlin,Atlin,"549628,<br>549629,<br>552496,<br>552498,<br>555072,<br>568679,<br>568680,<br>570299,<br>676423,<br>676424,<br>676425,<br>843637,<br>533124",,Atlin Camp,"549628, 549629, 552496, 552498, 555072, 568679, 568680, 570299, 676423, 676424, 676425, 843637, 533124",Geophysical,Geophysical,"23149, 28929, 29966, 30379, 30459",MOMENTUM MINERALS INC.,"Meghji, Nash","Mark, David G.","Copper, Gold, Silver","Laberge Group, Inklin Formation, Argillites, Greywackes, Mudstones, Stuhini Group, Rhyolites, Tuffs, Breccias, Devonian-Triassic, Greenstones, Boundary Ranges Metamorphic Suite, Greenschists, Granites, Sloko-Hyder Plutonic Suite",20000.0,1.7690000000000001,11305.8225,1.389,14398.848090000001,1.178,16977.92869,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=32904
1737,31984,1.0,2010/10/19,GEOC:,31941,2010 Exploration Program on the Trapper Gold Property,2011,2010.0,,2011-10-19,,2010/10/19,82,Trapper Gold,104K07E:,104K047:,58,27,59,132,44,6,8,6482863,632122,58.466389,-132.735,AU:,,,SMI,3.0,ATLN:,Atlin,Atlin,"657923,<br>657844,<br>657845,<br>657823,<br>657803,<br>657843,<br>657943,<br>561758,<br>657783",104K  078,,"657923, 657844, 657845, 657823, 657803, 657843, 657943, 561758, 657783",Geochemical,Geochemical,,"Greig, Charles J. (FMC #143767); Constantine Metal Resources Ltd.","Greig, Charles J. (FMC #143767)","Greig, Charles J. (FMC #143767)",Gold,"Triassic, Stuhini Group, Basalts, Basaltic andesites, Lapilli tuffs, Diorites, Stocks, Carbonate alteration, Iron carbonates, Sloko Group, Breccias, Agglomerates",32863.33,1.75,18779.04571,1.374,23917.99854,1.165,28208.86695,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=31984
2048,32360,1.0,2010/9/30,GEOP:GEOC:,135174,Geophysical and Geochemical Report on the Tatsamenie Property,2011,2010.0,,2011-09-30,,2010/9/30,235,Tatsamenie,104K08W:,104K028:,58,15,33,132,24,41,8,6460483,651881,58.259167000000005,-132.41138899999999,,,,SMI,3.0,ATLN:,Atlin,Atlin,"534852,<br>533124,<br>522344,<br>533110,<br>533111,<br>533124,<br>534852,<br>547205,<br>549539,<br>549541,<br>549542,<br>549659,<br>549664,<br>552504,<br>564617,<br>569039,<br>569045,<br>569046,<br>569047,<br>569048,<br>569049,<br>569450,<br>569451,<br>569452,<br>570562,<br>570572,<br>570573,<br>570574,<br>570576,<br>570579,<br>570617,<br>570619,<br>646547,<br>646551,<br>646557,<br>646562,<br>669843",104K  137,,"534852, 533124, 522344, 533110, 533111, 533124, 534852, 547205, 549539, 549541, 549542, 549659, 549664, 552504, 564617, 569039, 569045, 569046, 569047, 569048, 569049, 569450, 569451, 569452, 570562, 570572, 570573, 570574, 570576, 570579, 570617, 570619, 646547, 646551, 646557, 646562, 669843","Geophysical,<br>Geochemical","Geophysical, Geochemical","10158, 10159, 10760, 11962, 12688, 13068, 13112, 15550, 16523, 16528, 17487, 18049, 20929, 23046, 23552, 29258, 29612, 31063",Nakina Resources Inc.,"Meghji, Nash","Mark, David G.",,"Triassic, Stuhini Group, Argillites, Greywackes, Turbidites, Basalts, Takwahoni Formation, Andesites, Tertiary, Sloko Group, Conglomerates, Paleocene-Eocene, Sloko-Hyder Plutonic Suite, Monzonites, Diorites, Granites",163680.0,1.75,93531.42857,1.374,119126.6376,1.165,140497.8541,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=32360
2725,31922,1.0,2010/9/29,PROS:,2358,2010 Exploration and Fieldwork on the Seebach Property,2011,2010.0,,2011-09-29,,2010/9/29,38,Seebach,093J08E:,093J040:,54,20,30,122,2,49,10,6021955,561959,54.341667,-122.046944,RS:AU:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,627643,,,627643,Prospecting,Prospecting,,877384 Alberta Ltd.; Zimtu Capital Corp,"Dahrouge, Jody","Dahrouge, Jody","Rare Earths, Gold","Devonian, Carboniferous-Permian, Basalts, Limestones, Siltstones",5274.95,1.75,3014.257143,1.374,3839.11936,1.165,4527.854077,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=31922
2843,28807,1.0,2010/9/29,PROS:,3953,Prospecting Report on the Seebach 2-3 Property,2011,2010.0,,2011-09-29,,2010/9/29,38,Seebach,093J08E:,093J050:,54,26,16,122,10,18,10,6032547,553725,54.437778,-122.171667,RS:AU:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,Seebach 2-3,,,Seebach 2-3,Prospecting,Prospecting,,877384 Alberta Ltd.; Zimtu Capital Corp,"Dahrouge, Jody","Kluczny, Patrick; Hoffman, Andy","Rare Earths, Gold","Devonian, Carboniferous-Permian, Basalts, Limestones, Siltstones",6782.1,1.75,3875.485714,1.374,4936.026201,1.165,5821.545064,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=28807
3216,31923,1.0,2010/9/29,PROS:,8565,2010 Exploration and Fieldwork on the Snip Property,2011,2010.0,,2011-09-29,,2010/9/29,37,Snip,093J09E:,093J069:,54,36,40,122,13,7,10,6051798,550466,54.611111,-122.21861100000001,RS:AU:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,Snip 1-4,,,Snip 1-4,Prospecting,Prospecting,,877384 Alberta Ltd.; Zimtu Capital Corp,"Dahrouge, Jody","Kluczny, Patrick; Hoffman, Andy","Rare Earths, Gold","Devonian, Cambrian-Ordovician, Limestones, Marbles",10766.32,1.75,6152.182857,1.374,7835.749636,1.165,9241.476395,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=31923
3711,32255,1.0,2010/12/16,GEOL:GEOC:,24600,Preliminary Report on the Industrial Silica Potential of the White Channel Claims,2010,2010.0,,2011-12-16,,2010/12/16,47,White Channel Silica,093A05E:,093A033:,52,19,5,121,27,55,10,5797523,604608,52.318056,-121.465278,SI:,36.0,,PRG,3.0,CBOO:,Cariboo,Cariboo,"White Channel 1,<br>Kydr 3,<br>Kydr 4",,Cariboo - Quesnel Belt,"White Channel 1, Kydr 3, Kydr 4","Geological,<br>Geochemical","Geological, Geochemical","12582, 29784, 30645, 31522",Gold Star Resources Corp.,"Riepe, Rudy C.","Munroe, Richard G. R.",Silica,"Triassic, Nicola Group, Chilcotin Group, Basalts, Volcanic breccias, Lapilli tuffs",19303.98,1.709,11295.482740000001,1.3419999999999999,14384.485840000001,1.138,16963.075569999997,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=32255
3721,31974,1.0,2010/10/29,PROS:GEOC:,18830,2010 Exploration and Fieldwork on the Cap Property,2010,2010.0,,2011-10-29,,2010/10/29,38,Cap,093I05E:,093I032:,54,23,28,121,43,52,10,6027780,582391,54.391110999999995,-121.73111100000001,RS:NB:,,,PRG,3.0,CBOO:,Cariboo,Cariboo,Cap 1-5,,,Cap 1-5,"Prospecting,<br>Geochemical","Prospecting, Geochemical","27900, 29089, 28818, 30873, 16246",877384 Alberta Ltd.; Zimtu Capital Corp,"Dahrouge, Jody","Kluczny, Patrick; Hoffman, Andy","Rare Earths, Niobium/Columbium","Kechika Group, Kechika Group, Misinchinka Group, Misinchinka Group, Miette Group, Miette Group, Gog Group, Gog Group, Skoki Formation, Skoki Formation, Chushina Formation, Chushina Formation, Ordovician, Proterozoic, Cambrian, Cambrian-Ordovician, Carbonates, Limestones, Greenstones, Glacial deposits",19520.41,1.709,11422.12405,1.3419999999999999,14545.760059999999,1.138,17153.26011,http://aris.empr.gov.bc.ca/search.asp?mode=repsum&rep_no=31974
